product_no,product_name,ingredients,category
549,Banvit Piliç Baton Sucuk,"Piliç Eti Ve Yağı, Dana Yağı, Baharat Karışımı, Tuz, Kimyon, Sarımsak, Koruyucu(sodyum Nitrit, Stabilizör(sodyum Polifosfat, Antioksidan (sodyum Eritorbat, Dekstroz, Kültür","Et, Tavuk, Balık"
550,Banvit Piliç Kök Kanat Kg,,"Et, Tavuk, Balık"
551,Banvit Piliç Kokteyl Sosis,"Piliç Eti Ve Yağı, Meknail Ayrılmış Piliç Eti, Su, Nişasta, Bitkisel Lif (selüloz, Baharat Karışımı, Tuz, Yumurta Akı, Dekstroz, Kıvam Artırıcı(karragenan Ksantan Gam, Koruyucu(sodyum Laktat, Sodyum Asetat, Sodyum Nitrit, Strabilizör","Et, Tavuk, Balık"
552,Banvit Piliç Nuget,,"Et, Tavuk, Balık"
553,Banvit Piliç Schnitzel,,"Et, Tavuk, Balık"
554,Banvit Poşetli Bütün Piliç Kg,,"Et, Tavuk, Balık"
555,Banvit Soslu Piliç Kök Kanat Kg,,"Et, Tavuk, Balık"
556,Banvit Soslu Piliç Pirzola Kg,,"Et, Tavuk, Balık"
557,Banvit Tabaklı Ciğer Kg,,"Et, Tavuk, Balık"
558,Banvit Tabaklı Piliç Izgara Kanat Kg,,"Et, Tavuk, Balık"
559,Banvit Tabaklı Schnitzel Kg,,"Et, Tavuk, Balık"
560,Barilla Acılı Ve Domatesli (Arabbiata) Makarna Sosu,"Domates Pulpu%82, Domates Konsantresi %7, 9, Ayçiçek Yağı, Kırmızı Biber, Sarımsak, Tuz, Maydanoz, Şeker (şeker Pancarı, Acı Biber %0, 1",Temel Gıda
561,Barilla Arpa Şehriye (Risoni),"Durum Buğdayı Irmiği, Su",Temel Gıda
562,Barilla Basilico (Fesleğenli Domates) Makarna Sosu,"71 Domates Püresi, 14 Domates Konsantresi, Soğan, Ayçiçek Yağı, 2 Fesleğen, Şeker, Tuz, Doğal Aroma Verici",Temel Gıda
563,Barilla Casarecce Makarna,,Temel Gıda
564,Barilla Castellane Makarna,"Durum Buğdayı Irmiği, Su",Temel Gıda
565,Barilla Deniz Kabuğu Makarna,"Durum Buğdayı Irmiği, Su",Temel Gıda
566,Barilla Fesleğenli Pesto (Pesto Genovese) Makarna Sosu,"Ayçiçek Yağı, 30 Taze Fesleğen, Kaju Fıstığı, 5 PDO Peyniri (süt, Tuz, Peynir Mayası, Mısır Lifi, Peynir Altı Suyu Tozu(süt, Tuz, Süt Proteini, 1 Natürel Sızma Zeytinyağı, Şeker, Fesleğen Özü, Doğal Aroma Vericiler(süt, Asitlik Düzenleyici Laktik Asit, Sarımsak",Temel Gıda
567,Barilla Fettuccine (Fettucini) Makarna,"Durum Buğdayı Irmiği, Su",Temel Gıda
568,Barilla Fiyonk (Farfalle Tonde) Makarna,"Durum Buğdayı Irmiği, Su",Temel Gıda
569,Barilla Fusilli (Burgu) Makarna,"Durum Buğdayı Irmiği, Su",Temel Gıda
570,Barilla Glutensiz Burgu (Fusilli) Makarna,"Beyaz Mısır Unu %65, Sarı Mısır Unu %29, 5, Pirinç Unu %5, Su, Emilgatör (yağ Asitleri Ve Mono Ve Digliseridleri",Sağlıklı Yaşam
571,Barilla İnce Uzun (Sedani Rigati) Makarna .,,Temel Gıda
572,Barilla Kelebek (Farfalle) Makarna,,Temel Gıda
573,Barilla Lazanya (Lasagne) Makarna,"Durum Buğdayı Irmiği, Su",Temel Gıda
574,Barilla Mafaldine Makarna,,Temel Gıda
575,Barilla Mini Midye Makarna (Conchiglie Rigate),"Durum Buğdayı Irmiği, Su",Temel Gıda
576,Barilla Napoliten (Napoletana) Makarna Sosu,"Domates Pulpu%66, Domates Konsantresi %10, Soğan %7, Su, Havuç %3, 5, Ayçiçek Yağı, Şeker, Tuz, Sarımsak %0, 5, Kekik %0, 4, Frenk Soğanı %0, 2, Maydanoz% 0, 2, Aroma Verici(Et, Biberiye, Karabiber%0, 01",Temel Gıda
577,Barilla Pappardelle Makarna,"Durum Buğdayı Irmiği, yumurta(%28, 3",Temel Gıda
578,Barilla Penne Rigate (Kalem) Makarna,"Durum Buğdayı Irmiği, Su",Temel Gıda
579,Barilla Pipette (Bukle) Makarna,"Durum Buğdayı Irmiği, Su",Temel Gıda
580,Barilla Spagetti Makarna No.5,,Temel Gıda
581,Barilla Tagliatelle Makarna,,Temel Gıda
582,Barilla Tam Buğday Burgu Makarna (Integrale Fusilli),,Temel Gıda
583,Barilla Tam Buğday Kalem Makarna (Integale Pennette Rigate),"Durum Buğdayı Irmiği, Su",Temel Gıda
584,Barilla Tam Buğday Kelebek Makarna (Integrale Farfalle),,Temel Gıda
585,Barilla Tam Buğday Spagetti (Integale Spaghetti) Makarna No.5,,Temel Gıda
586,Barilla Tortiglioni (Kalın Kesme) Makarna,"Durum Buğdayı Irmiği, Su",Temel Gıda
587,Barilla Yassı Spagetti Makarna No.13,,Temel Gıda
588,Basmalı Dış Mekan Suluğu,,Pet Shop
589,Basmalı Kedi Köpek Tarağı,,Pet Shop
590,Başyazıcı Dana Yarım Ay Sucuk,"Dana Eti, Dana Yağı, Tuz, Sarımsak, Kırmızıbiber, Kimyon, Dekstroz, Karabiber, Stabilizör (E452, Antioksidan ( E300, Ve Koruyucu (E250) Ilavesi Ile Hazırlanmıştır","Et, Tavuk, Balık"
591,Başyazıcı Efsane Parmak Sucuk,"Dana Eti, Dana Yağı, Tuz, Sarımsak, Kırmızıbiber, Kimyon, Karabiber, Acı Pul Biber, Kekik, Zencefil, Karanfil, Koruyucu (E250","Et, Tavuk, Balık"
592,Başyazıcı Kavurma Kg,,"Et, Tavuk, Balık"
593,Batonsale Çörekotlu,"Buğday Unu(gluten Içerir, Su, Hidrojenize Bitkisel Yağ, Çörek otu(%4, Yumurta, Yaş Maya, Tuz",Fırın
594,Bauvıan Bitter Belçika Çikolatalı Dondurma,"Pastörize İnek Sütü, Bitter Çikolata (%15) [kakao Kitlesi, Şeker, Kakao Yağı, Emülgatör (soya Lesitini, Doğal Vanilya Aroma Vericisi, Şeker, Dekstroz, Yağsız Süt Tozu, Kakao, Krema (süt Ürünü, Emülgatör (yağ Asitlerinin Mono Ve Dig",Dondurma
595,Bauvıan Bitter Naneli Dondurma,"Pastörize İnek Sütü, Şeker, 10 Çikolatalı Sos [ %85 Çikolata (kakao Kitlesi, Şeker, Kakao Yağı, Emülgatör (ayçiçek Lesitini, Aroma Verici (vanilya, Hindistan Cevizi Yağı, Yağsız Süt Tozu, Krema, Dekstroz, Glikoz Şurubu, Su, Modifi",Dondurma
596,Bauvıan Şeker Kaplamalı Çikolata Drajeli Dondurma,"Pastörize İnek Sütü, Şeker, 10 Renkli Şeker Kaplamalı Sütlü Çikolatalı Draje [şeker, Kakao Yağı, Tam Yağlı Süt Tozu, Kakao Kitlesi, Peyniraltı Suyu Tozu (süt Ürünü, Mısır Nişastası, Renklendiriciler (titanyum Dioksit, Kurkumin",Dondurma
597,Bauvıan Tahin Pekmezli Dondurma,"Pastörize İnek Sütü, Tahin (Susam) %14, Şeker, Üzüm Pekmezi %6, Yağsız Süt Tozu, Krema (süt Ürünü, Dekstroz, Emülgatör (yağ Asitlerinin Mono Ve Digliseridleri, Kıvam Arttırıcılar (guar Gam, Tara Gam, Sodyum Karboksi Metil Selüloz",Dondurma
598,Bayce Bardak Poşet 100'lü,,İçecekler
599,Bayce Classic Taste,,İçecekler
600,Bayce Pekoe Ceylon Çay,,İçecekler
601,Bbm Food Damla Çikolatalı Pancake,"Buğday Unu, UHT Inek Sütü, Yumurta, Toz Şeker, Sütlü Damla Çikolata(% 5, 5)(şeker, Kakao Yağı, Tam Yağlı Süt Tozu, Kakao Kitlesi, Emülgatör (soya Lestini, Aroma Verici(vanilin, Bitkisel Yağ(ayçiçek, Kabartma Tozu[ Kabartıcılar(sodyum Bikarbonat(e 500 Ii, Sodyum Asit pirofaspaf(E450, Taşıyıcı(mısır Nişastası)] Şekerli Vanilin( Şeker, Vanilin Topklanmayı Önleyici, Trikalsiyom Fosfat(e 341",Hazır Yemek&Donuk Ürünler
602,Bbm Food Haşlanmış Tavuk Göğüsü Ve Pirinç Pilavı,"Haşlanmış Tavuk Göğsü) Tavuk Göğüs Eti, Tuz, Baharat Karışımı, Pilav) Pirinç, Tuz",Hazır Yemek&Donuk Ürünler
603,Bbm Food Hindi Göğsü Ve Siyez Bulguru,"Siyez Bulguru, Hindi Göğüs eti(%38, Bitkisel Yağ(ayçiçek, Tereyağ, Tuz, Karabiber, Sarımsak",Hazır Yemek&Donuk Ürünler
604,Bbm Food Hindi Tandır İç Pilav,"Pirinç, Hindi but(%33, Kurusoğan, Bitkisel Yağ(ayçiçek Yağı, Yoğurt, Tereyağ, Dolmalık Fıstık, Kuş Üzümü, Biber Salçası, Baharat Karışımı, Tuz Sarımsak",Hazır Yemek&Donuk Ürünler
605,Bbm Food Izgara Domates Çorbası,"Su, Domates, Tereyağı, Bitkisel Yağ( Ayçiçek, Domates Salçası, Kaşar Peyniri[(pastörize Inek Sütü, Tuz, Peynir Mayası, Peynirkültürü, Stabilizör, Kalsiyum Klorür(e 509, Koruyucu, Potasyum Sorbat( E202, Baharat, Sarımsak, Tuz, Toz Şeker",Hazır Yemek&Donuk Ürünler
606,Bbm Food Izgara Tavuk Şiş Ve Siyez Bulguru,"Siyez Bulguru, Tavuk Göğüs eti(%35, Kapya Biberi Çarliston Biber, Bitkisel Yağ(ayçiçek, Baharat Karışımı, Tuz, Sarımsak",Hazır Yemek&Donuk Ürünler
607,Bbm Food Lazanya,"Lazanya( Durum Buğday Irmiği, UHT Inek Sütü, Dana Kıyma, Kurusoğan, Domates, Bitkisel Yağ(zeytinyağ, Kaşar Peyniri[pastörize Inek Sütü, Tuz, Peynir Mayası, Peynir Kültürü, Stabilizör(kalsiyum Sorbat, Buğdayunu Tereyağ, Domates Salçası, Kereviz Yaprağı, Sarımsak, Tuz, Karabiber",Hazır Yemek&Donuk Ürünler
608,Bbm Food Mac&Cheese Peynir Soslu Makarna,"Dirsek Makarna(durum Buğday Irmiği, Pastörize Inek Sütü, Tam Yağlı Eritme Peyniri (%10) [pastörize Inek Sütü, Cheddar peyniri(%30, Tuz, Emülsifiye Edici Tuzlar, Polifosfotlar, Sodyum Sitratlar, Potasyum Fosfatlar, Renklendirici(beta Karoten, Peynir Kültürü, Peynir Mayası, Stabilizör(kasliyum Klorür, Koruyucu(postasyum Sorbat, Tereeyağ, Buğday Unu, Toz Parmesan (%2) [( Peyniri, Inek Sütü Telemesi, Bitkisel Yağ(ayçiçek, Hindistan Cevizi Yağı, Stabilizör, Asetillendirlmiş Dinişastaadipat(e 1422, karragenan(E407, Tuz, Koruyucu, Potasyum sorbat(E202, Toz Zerdeçal, Tuz",Hazır Yemek&Donuk Ürünler
609,Bbm Food Mercimek Çorbası,"Su, Kırmızı Mercimek(%9, Patates, Havuç, Bitkisel Yağ(Zeytinyağı, Limon Suyu, Zencefil(%1, 1, Tuz, Zerdeçal(%0, 1",Hazır Yemek&Donuk Ürünler
610,Bbm Food Penne Arabıata Soslu Makarna,"Penne Makarna(durum Buğday Irmiği, Arabiata Sos (23) [ Kuru Soğan, Domares, Domates Salçası, Bitkisel Yağ(ayçiçek, Limon Suyu, Baharat Karışımı, Tuz, Sarımsak] Dilimli Siyah Zeytin[dilimli Siyah Zeytin, Su, Tuz, Asitlik Düzenliyici, Laktik Asit, Stabilizör, Ferro Laktat, Koruyucu, Poatasyum Sorbat, Toz Parmesan[(parmesan Peyniri, Inek Sütü Telemesi, Bitkisel Yağ(ayçiçek, Hindistan Cevizi Yağı, Stabilizör, Asetillendirilmiş Dinişsata Adipat, Karragenan, Tuz, Koruyucu, Potasyum Sorbat",Hazır Yemek&Donuk Ürünler
611,Bbm Food Pilav Üstü Tavuk Döner,"Pirinç, Piliç Yaprak döner(%31, 3)[piliç Eti Ve Yağı, Su, Bitkisel Yağ (ayçiçek Yağı, Yoğurt, Soğan, Domates Salçası, Baharat Karışımı, Tuz Sarımsak Tozu, Bitkisel Lif(selülloz, Koruyucu, Sodyum laktat(E325, Sodyum aseltat(E262, Bitkisel Yağ, Ayçiçek, Tereyağ, Tuz",Hazır Yemek&Donuk Ürünler
612,Bbm Food Sebzeli Hindi Köftesi Ve Fırınlanmış Patates,"Hindi Köfte) Hindi Göğüs Eti, Yumurta, Kalifornia Biber (%7, Kapya Biber (%7, Galeta Unu, Bitkisel Yağ(zeytin Yağ, Yeşil Soğan (%2, Dereotu (%1, Sarımsak, Taze Biberiye, Baharat, Tuz (fırınlanmış Patates) Patates, Bitkisel Yağ (zeytin Yağ, Baharat, Tuz",Hazır Yemek&Donuk Ürünler
613,Bbm Food Tahin Pekmezli Pancake,"Buğday Unu, UHT Inek Sütü, Yumurta, Toz Şeker, Tahin (susam) (%6, 5, Üzüm pekmezi(%5, Bitkisel Yağ(ayçiçek, Kabartma Tozu[kabatıcılar(sodyum Bikarbonat(e 500 Ii, Sodyum Asit Pirofaspaf(e 450 A, Taşıyıcı(mısır Nişastası, Şekerli Vanilin[şeker, Vanilin, Topaklanmayı Önleyici, Trikalsiyum fosfat(E341",Hazır Yemek&Donuk Ürünler
614,Bbm Food Tavuk Döner Dürüm,"Piliç Yaprak Döner (%40) [piliç Eti Ve Yağı, Su, Bitkiselyağ(ayçiçek Yağı, Yoğurt, Soğan, Domates Salçası, Baharat Karışımı, Tuz Sarımsak Tozu, Bitkisel Lif (selülloz) Koruyucu, Sodyum Laktat (E325) Sodyum asetat(E262, Patates, Sade Lavaş[buğday Unu, Su, Bitkisel Yağ( Değişen Miktarda Palm, Tam Hidrojenize Palm, Pamuk, Kanola, Ve Ayçiçek Yağı)nem Tutucu (gliserol) Tuz, Karbartıcılar, Sodyum Bikarbonat(e 500 Ii)sodyum Asit Pirofosfat (E450, Emilgatörler(yağ Asitlerinin Mono Ve Digliseritleri, Koruyucular, Potasyum Sorbat(e 202)kalsiyum propiyonat(E296, Sitrik Asit(e 330)]bitkisel Yağ(ayçiçek, Peri Peri Sos[su, Bitkisel Yağ( Değişen Miktarlarda Ayçiçek, Kanola)domates Salçası, Şeker, Hardal Sosu (su, Hardal Tohumu, Sirke, Tuz, Baharatlar, Koruyucu, Potasyumsorbat( E 202)renklendirici, Riboflavin(e 101)aroma Verici, Sirke Modifiye Nişasta, Worcestershire Sosu(su, Glikoz Şurubu, Şeker, Malt Sirkes, Arpa)tuz, Aroma Vericiler, Soğan Özütü, Ançüz Ezmesi(ançüez Balık Ürünü, Zeytin Yağı, Sirke, Limon Suyu Konsantresi, Baharat Karışımı, Ayçiçek Yağı, Sarımsak) Yumurta Sarısı, Baharatlar, Tuz, Elma Suyu Konsantresi, Acı Kırmızı Biber(peri Peri biberi)(%0, 5)aroma Vericiler, Koruyucu, Sorbik Asit(e 200, Kıvam Arttırıcı, Ksantan Gam( E415, Antioksidani Kalsiyum Disodyum EDTA",Hazır Yemek&Donuk Ürünler
615,Bbm Food Tavuklu Sebzeli Noodle,"Yumurtalı Çin Eriştesi[ Buğday Unu, yumurta(%2, Tuz, Tavuk eti(%20, sebzeler[ (%20) Havuç, Yeşil Soğani Kapya Biber, Beyaz Lahana, Soya Sosu[su, Soya fasulyesi(%18, Tuz, Buğday Unu, Şeker, Ranklendirici, Sade karamel(E150a, Koruyucu, Potasyum sorbat(E202, Aroma Arttırıcı, Monosodyum glutamat(E621, Disodyum Guanilat(e 627, Disodyum Inosinat( E 631, Worchester Sos[sirke, Portakal Kabuğu, Tuz, Renklendirici, sadekaramel(E150a, Asitlik Düzenliyici, Asetik asit(E260, Krutulmuş Acı Kırmızı Biber, Toz Şeker, Dark Soya[su, Soya Fasulyesi, Tuz, Buğday Unu, Şeker, Glukoz Şurubu, Pirinç Sirkesi, Modifiye Mısır Nişastası, Renklendirici, Sade karamel(E150 A, Su, Maya Ekstraktı, Kıvam Artırıcı, Ksantan Gam(e 415, Asitlik Düzenleyici, Laktik asit(E270, Bitkisel Yağ(zeytin Yağ",Hazır Yemek&Donuk Ürünler
616,Bbm Food Yeşil Sebzeli Noodle,"Yumurtalı Çin Eriştesi[ Buğday Unu, yumurta(%2, Tuz, Yeşil Sebzeler [ (%27) ( Yeşil Soğan, Brokoli, sebzeler[ (%20) Havuç, Kapya Biber, Beyaz Lahana, Soya fasulyesi(%18, Tuz, Buğday Unu, Şeker, Renklendirici, Sade Karamel(e 150a, Koruyucu, Potasyum sorbat(E202, Aroma Arttırıcı, Monosodyum Glutamat(e 621, Disodyum Guanilat(e 627, Disodyum Inosinat (E 631, Worchester Sos[sirke, Su, Şeker, Soğan, Sarımsak, Baharatlar, Portakal Kabuğu, Tuz, Renklendirici, Sade karamel(E150a, Asitlik Düzenliyici, Asetik asit(E260, Kurutulmuş Acı Kırmızı Biber, Toz Şeker, Dark Soya(dark Soya[su, Soya Fasulyesi, Tuz, Buğday Unu, Şeker, Glukoz Şurubu, Pirinç Sirkesi, Modifiye Mısır Nişastası, Renklendirici Sade Karamel (E 150 A, Su, Maya Ekstratı, Kıvam Arttırıcı, Ksantan Gam (E415, Asitlik Düzenleyici, Laktik Asit(e 270, Bitkisel Yağ (zeytinyağ",Hazır Yemek&Donuk Ürünler
617,Bebedor Hazneli Tirle Gögüs Pompası 665 R1,,Bebek Ürünleri
618,Bebek Tırnak Makası,,Bebek Ürünleri
619,Bebelac 1 Vitamin Demir,"Laktoz (sütten, Bitkisel Yağlar (palm, Hindistan Cevizi, Kanola, Yüksekoleik Asitli Ayçiçek, Ayçiçek, Yağsız Süt, Demineralize Peynir Altı Suyu (sütten, Galakto-oligosakkaritler (sütten, Peynir Altı Suyu Konsantresi (sütten, İnek Sütü Proteini, Frukto-oligosakkaritler, Kalsiyum Fosfat, Balık Yağı, Potasyum Klorür, Sodyum Sitrat, Kolin Klorür, C Vitamini (l-askorbik Asit, Magnezyum Hidrojen Fosfat, Emülgatör (ayçiçek Lesitini, Inositol, Taurin, Potasyum Sitrat, Magnezyum Klorür, Demir (ferroz Sülfat, L-karnitin, Çinko Sülfat, Üridin 5?-fosforik Asidin Sodyum Tuzları, Sitidin 5?-monofosforik Asit, E Vitamini (dl-alfa-tokoferil Asetat, Antioksidan (l-askorbilpalmitat, Adenosin 5?-fosforik Asit, Kalsiyum D-pantotenat, İnosin 5?-fosforik Asidin Sodyum Tuzları, Nikotinamid, Guanosin 5?-fosforik Asidin Sodyum Tuzları, Bakır Sülfat, A Vitamini (retinil Palmitat, B2 Vitamini (riboflavin, B1 Vitamini (tiamin Hidroklorür, B6 Vitamini (pridoksin Hidroklorür, Potasyum Iyodür, Folik Asit (pteroilmonoglutamik Asit, Sodyum Selenit, Manganez Sülfat, K Vitamini (fitomenadion, D-biotin, D Vitamini (kolekalsiferol, B12 Vitamini (siyanokobalamin",Bebek Ürünleri
620,Bebelac Elma Şeftali Püresi Kavanoz 6+ Ay,"Elma(%50, Şeftali(%20, Su(%13, 44, Havuç(%10, Pirinç unu(%3, 5, Şeker(%3, L-askorbik Asit(c Vitamini, 0, 06",Bebek Ürünleri
621,Bebelac Gold 1 Vitamin Prebiyotik,"Bitkisel Yağlar, Palm, Kanola, Hindistan Cevizi, Yüksek Oleikli Ayçiçek Yağı, Ayçiçek Yağı, Laktoz(sütten, Demineralize Peynir Altı Suyu (sütten, Yağsız Süt, Galakto-oligosakkarit(sütten, Peyniraltı Suyu Konsantresi(sütten, Peyniraltı Suyu Proteini(sütten, Frukto-oligosakkarit, Emülgatör(soya Lesitini, Balık Yağı, Potasyum Sitrat, Kalsiyum Karbonat, Magnezyum Klorür, Potasyum Klorür, Sodyum Sitrat, Kalsiyum Fosfat, L-askorbik Asit, Sodyum L-askorbat, Taurin, Kolin Klorür, Sodyum Hidroksit, Demir Sülfat, L-triptofan, Çinko Sülfat, Üridin 5'-monofosfat Sodyum Tuzu, Sitidin 5'-monofosfati, İnositol, Dl-alfa Tokoferolasetat, Adenosin 5'-monofosfat, İnosin 5'-monofosfat Sodyum Tuzu, Kalsiyum D-pantotenat, Bakır Sülfat, Laktik Fermentler, Retinil Palmetat, Dl-alfa Tokoferol, Kolekalsiferol, L-karnitin, Tiamin Hidroklorür, Pridoksin Hidroklorür, Fiterolmonoglutamik Asit, Mangan Sülfat, Potasyum Iyodür, Riboflavin, Fitomenadyon, Sodyum Selenit, D-biotin, Siyanokobalamin",Bebek Ürünleri
622,Bebelac Gold 1 Vitamin Prebiyotik,,Bebek Ürünleri
623,Bebelac Havuç Elma Püresi Kavanoz 6+ Ay,"Elma(%61, 95, Havuç(%33, Elma Suyu konsantresi(%5, L-askorbik Asit (C Vitamini",Bebek Ürünleri
624,Bebem Natural Ultra Fırsat Paketi 4 Beden Maxi Bebek Bezi,,Bebek Ürünleri
625,Bebem Natural Ultra Fırsat Paketi 5 Beden Junior Bebek Bezi,,Bebek Ürünleri
626,Bebem Natural Ultra Fırsat Paketi 6 Beden Extra Large Bebek Bezi,,Bebek Ürünleri
627,Becel Kase Margarin,"Bitkisel Yağlar (%59) (değişen Miktarlarda Aspir, Ayçiçek, Keten Tohumu, Kanola, Palm, Hindistancevizi, Su, Yağsız Pastörize Süt, Emülgatörler (yağ Asitlerinin Mono Ve Digliseritleri, Ayçiçek Lesitini, Tuz (en Fazla %0, 2, Asitlik Düzenleyici (laktik Asit, Koruyucu (potasyum Sorbat, Vitamin (E, Aroma Verici, Renklendirici (betakaroten",Süt Ürünleri
628,Becel Kase Margarin,"Bitkisel Yağlar (%59) (değişen Miktarlarda Aspir, Ayçiçek, Keten Tohumu, Kanola, Palm, Hindistancevizi, Su, Yağsız Pastörize Süt, Emülgatörler (yağ Asitlerinin Mono Ve Digliseritleri, Ayçiçek Lesitini, Tuz (en Fazla %0, 2, Asitlik Düzenleyici (laktik Asit, Koruyucu (potasyum Sorbat, Vitamin (E, Aroma Verici, Renklendirici (betakaroten",Süt Ürünleri
629,Becel Tereyağı Keyfi Kase Margarin,"Bitkisel Yağlar (%57) (değişen Miktarlarda Aspir, Ayçiçek, Keten Tohumu, Kanola, Palm, Hindistancevizi, Su, Tereyağı Altı Suyu Tozu (süt Ürünü, Peyniraltı Suyu Tozu (süt Ürünü, Tuz (en Fazla %0, 5, Emülgatör (yağ Asitlerinin Mono Ve Digliseritleri, Ayçiçek Lesitini, Koruyucu (potasyum Sorbat, Asitlik Düzenleyici (laktik Asit, Aroma Verici (süt Ürünü, Vitamin (E, Renklendirici (betakaroten",Süt Ürünleri
630,Becel Tereyağı Keyfi Kase Margarin,"Bitkisel Yağlar (%57) (değişen Miktarlarda Aspir, Ayçiçek, Keten Tohumu, Kanola, Palm, Hindistancevizi, Su, Tereyağı Altı Suyu Tozu (süt Ürünü, Peyniraltı Suyu Tozu (süt Ürünü, Tuz (en Fazla %0, 5, Emülgatör (yağ Asitlerinin Mono Ve Digliseritleri, Ayçiçek Lesitini, Koruyucu (potasyum Sorbat, Asitlik Düzenleyici (laktik Asit, Aroma Verici (süt Ürünü, Vitamin (E, Renklendirici (betakaroten",Süt Ürünleri
631,Becel Zeytinyağlı Kase Margarin,"Bitkisel Yağlar ( %59) (sıma Zeytinyağı (%7, Değişen Miktarlarda Ayçiçek, Kanola, Keten Tohumu, Palm, Hindistancevizi, Su, Yağsız Pastörize Süt, Emülgatörler (yağ Asitlerinin Mono Ve Digliseritleri, Ayçiçek Lesitini, Peyniraltı Suyu Tozu (süt Ürünü, Tuz (en Fazla % 0, 2, Asitlik Düzenleyici (laktik Asit, Koruyucu (potasyum Sorbat, Vitamin (E, Aroma Verici, Renklendirici (betakaroten",Süt Ürünleri
632,Bee'o Up On The Go Propolis Zencefil Zerdeçal Elma Sirkeli Ham Bal,,Kahvaltılık Ürünler
633,Bemtat Organik Çavdar Unu,,Sağlıklı Yaşam
634,Bemtat Organik Krep Karışımı,,Sağlıklı Yaşam
635,Bemtat Organik & Vegan Brokolili Fettuccini Makarna,"Organik Buğday Unu, Organik İrmik, Organik Brokoli Püresi Ve Su",Sağlıklı Yaşam
636,Bemtat Organik & Vegan Domatesli Fettuccini Makarna,"Organik Buğday Unu, Organik İrmik, Organik Domates Püresi Ve Su",Sağlıklı Yaşam
637,Bemtat Organik & Vegan Ispanaklı Fettuccini Makarna,"Organik Buğday Unu, Organik İrmik, Organik Ispanak Püresi, Su",Sağlıklı Yaşam
638,Bemtat Organik Waffle & Pancake Karışımı,,Sağlıklı Yaşam
639,Bepanthol Baby Pişik Merhem,,Bebek Ürünleri
640,Berrak Acı Biber Turşusu Kg,,Temel Gıda
641,Berrak Acıbiber Turşusu,"Acı biber(%50, Su, Beyaz Sirke, Asitlik Düzenleyici (sitrik Asit",Temel Gıda
642,Berrak Biberiye Turşu,"Biberiye (%62, Su, Beyaz Sirke, Tuz, Asitlik Düzenleyici (sitrik Asit",Temel Gıda
643,Berrak Jalapeno Biber Turşu,"Dilimlenmiş Jalapeno Biber, Su, Sirke, Tuz, Yapı Sertleştirici Kalsiyum Klorür, Renklendirici Aspir Çiçeği Ekstraktı",Temel Gıda
644,Berrak Karışık Turşu,"Karışık Turşu (%59) (lahana, Salatalık, Domates, Kırmızı Biber, Havuç, Sivri Biber, Su, Beyaz Sirke, Tuz, Acı Biber Suyu, Asitlik Düzenleyici ( Sitrik Asit, Sarımsak Aroma Verisici, Kereviz Aroma Vericisi, Antioksidan (sodyum Metabisülfit",Temel Gıda
645,Berrak Pancar Turşusu,"Pancar(%61, Su, Beyaz Sirke, Şeker, Tuz, Sarımsak Aroma Vericisi",Temel Gıda
646,Berrak Salatalık Turşu,"Salatalık (%56.2) Su, Sirke, Tuz, Sarımsak, Kırmızı Biber, Acı Biber Suyu, Doğal Aromalar",Temel Gıda
647,Berrak Salatalık Turşusu,"Salatalık(%54, Su, Beyaz Sirke, Tuz, Sarımsak, Kırmızı Biber, Acı Biber Suyu, Sarımsak Aroma Vericisi, Dereotu Aroma Vericisi",Temel Gıda
648,Berrak Tatlı Turşu No.2,"Salatalık (%54, Su, Beyaz Sirke, Şeker, Dereoutu, Tuz, Hardal Tohumu, Dereotu Aroma Vericisi",Temel Gıda
649,Beşler Bi Lokma Dana Jambon,"Dana Eti, Su, Patates Nişastası, Tuz, Baharat Karışımı, Dekstroz, Kıvam Arttırıcı, Stabilizör, Antioksidan Madde, Doğal Tütsü Aroması, Koruyucu Madde, Renklendirici","Et, Tavuk, Balık"
650,Beşler Hünkar Piliç Dilimli Isıl İşlem Görmüş Sucuk,"Piliç Eti, Sığır Yağı, Baharat Karışımı, Tuz, Sarımsak, Stabilizör(E450, E452, Antioksidan Madde(E316, Koruyucu Madde(E250","Et, Tavuk, Balık"
651,Beşler Kokteyl Piliç Sosis,"Piliç Eti Ve Yağı, Sığır Yağı, Su, Nişasta, Baharat Karışımı, Tuz, Bitkisel Lif, Kıvam Arttırıcı(E407, Stabilizör(E450, E452, Antioksidan Madde(E300, Koruyucu Madde(E250, Tütsü Aroma Vericisi, Renklendirici (E120","Et, Tavuk, Balık"
652,Beşler Kokteyl Sosis,"Piliç Eti, Dana Yağı, Nişasta, Baharat, Tuz, Stabilizatör (E452, Antioksidan Madde (E301, Antimikrobiyal Madde (E250","Et, Tavuk, Balık"
653,Beşler Vakumlu Sucuk,"Dana Eti, Dana Yağı, Baharat, Tuz, Stabilizatör (E452, Antioksidan Madde (E301, Antimikrobiyal Madde (E250","Et, Tavuk, Balık"
654,Beta Çiçek Açan Çay (Çin Çayı) Dünya Çayları Koleksiyonu,,İçecekler
655,Beta Dünya Çayı Sencha,,İçecekler
656,"Beta Earl Grey Demlik Poşet 48x3,",,İçecekler
657,Beta Fruitea Collection Elma Çayı,,İçecekler
658,Beta Fruitea Collection Kuşburnu Çayı,,İçecekler
659,Beta Fusion Collection Karışık Meyve Siyah Çay,,İçecekler
